year,month,day,hour,pm2.5,DEWP,TEMP,PRES,wind speed,hours of rain
2012,7,30,14,45,22,29,1004,11.63,0
2012,7,30,15,48,22,28,1004,0.89,0
2012,7,30,16,49,24,26,1004,1.79,1
2012,7,30,17,49,25,26,1004,0.89,0
2012,7,30,18,58,24,26,1005,1.78,1
2012,7,30,19,80,24,25,1005,0.89,2
2012,7,30,20,76,24,25,1006,0.45,3
2012,7,30,21,66,22,23,1007,1.34,4
2012,7,30,22,67,22,23,1007,1.79,5
2012,7,30,23,47,22,22,1007,4.92,6
2012,7,31,0,38,22,22,1006,6.71,7
2012,7,31,1,38,22,22,1005,3.13,8
2012,7,31,2,37,20,20,1006,0.89,9
2012,7,31,3,35,20,20,1006,1.78,10
2012,7,31,4,35,20,21,1006,2.67,11
2012,7,31,5,39,21,21,1005,3.56,0
2012,7,31,6,44,21,21,1006,3.13,2
2012,7,31,7,29,21,21,1007,1.79,4
2012,7,31,8,25,21,21,1007,0.89,5
2012,7,31,9,21,20,21,1007,3.13,6
2012,7,31,10,16,20,21,1008,0.89,7
2012,7,31,11,17,18,20,1007,4.92,8
2012,7,31,12,14,19,19,1007,8.05,9
2012,7,31,13,17,19,20,1007,1.79,10
2012,7,31,14,15,20,20,1007,0.89,11
2012,7,31,15,22,20,21,1006,1.79,12
2012,7,31,16,20,20,21,1006,4.92,13
2012,7,31,17,24,20,21,1006,6.71,14
2012,7,31,18,21,20,21,1007,9.84,15
2012,7,31,19,22,20,21,1007,12.97,16
2012,7,31,20,27,21,21,1007,16.1,17
2012,7,31,22,26,20,20,1008,22.36,19
2012,7,31,23,22,20,20,1008,26.38,20
2012,8,1,0,9,20,20,1008,30.4,21
2012,8,1,1,14,20,20,1008,33.53,22
2012,8,1,2,9,20,20,1007,36.66,23
2012,8,1,3,9,20,20,1007,38.45,0
2012,8,1,4,17,20,20,1007,40.24,0
2012,8,1,5,11,20,20,1007,0.89,1
2012,8,1,6,14,20,20,1007,0.89,2
2012,8,1,7,17,20,20,1008,4.91,3
2012,8,1,8,22,20,20,1008,9.83,4
2012,8,1,9,18,20,20,1008,4.92,5
2012,8,1,10,8,20,20,1008,10.73,6
2012,8,1,11,8,20,20,1008,4.92,7
2012,8,1,12,16,20,21,1008,10.73,8
2012,8,1,13,19,21,21,1008,4.92,9
2012,8,1,14,13,20,22,1007,4.92,10
2012,8,1,15,10,20,22,1007,4.92,11
2012,8,1,16,6,20,22,1006,4.92,12
2012,8,1,17,7,20,23,1006,4.92,13
2012,8,1,18,9,20,23,1006,5.81,14
2012,8,1,19,13,20,22,1006,10.73,0
2012,8,1,20,9,20,23,1007,14.75,0
2012,8,1,21,16,20,22,1007,17.88,0
2012,8,1,22,17,21,22,1007,21.01,0
2012,8,1,23,11,20,21,1007,1.79,0
2012,8,2,0,18,19,20,1007,1.79,0
2012,8,2,1,16,19,20,1007,4.92,0
2012,8,2,2,13,19,20,1007,8.05,0
2012,8,2,3,18,19,20,1007,3.13,0
2012,8,2,4,11,19,21,1007,7.15,0
2012,8,2,5,16,19,20,1007,1.79,0
2012,8,2,6,15,19,20,1007,3.58,0
2012,8,2,7,15,20,23,1008,7.6,0
2012,8,2,8,9,21,25,1008,11.62,0
2012,8,2,9,14,21,27,1008,15.64,0
2012,8,2,10,10,20,27,1009,3.13,0
2012,8,2,11,16,20,28,1008,3.13,0
2012,8,2,12,14,20,29,1008,0.89,0
2012,8,2,13,9,21,30,1007,1.79,0
2012,8,2,14,17,21,30,1007,1.79,0
2012,8,2,15,15,20,30,1007,3.58,0
2012,8,2,16,17,21,31,1007,5.37,0
2012,8,2,17,21,21,30,1006,8.5,0
2012,8,2,18,18,22,29,1006,11.63,0
2012,8,2,19,22,22,27,1007,13.42,0
2012,8,2,20,30,23,26,1008,0.89,0
2012,8,2,21,33,23,24,1009,0.89,0
2012,8,2,22,33,23,24,1009,2.68,0
2012,8,2,23,55,23,25,1009,4.47,0
2012,8,3,0,69,23,25,1009,7.6,0
2012,8,3,1,77,23,24,1009,10.73,0
2012,8,3,2,64,23,24,1009,12.52,0
2012,8,3,3,61,23,23,1009,0.45,0
2012,8,3,4,50,23,23,1009,0.9,0
2012,8,3,5,48,23,23,1009,0.89,0
2012,8,3,6,54,23,23,1009,2.68,0
2012,8,3,7,60,23,24,1009,0.89,0
2012,8,3,8,77,24,25,1009,1.79,0
2012,8,3,9,93,24,27,1008,3.58,0
2012,8,3,10,74,24,28,1008,1.79,0
2012,8,3,11,76,24,29,1008,3.58,0
2012,8,3,12,81,23,29,1008,3.13,0
2012,8,3,13,54,23,30,1007,4.92,0
2012,8,3,14,38,23,31,1006,8.05,0
2012,8,3,15,42,24,30,1006,11.18,0
2012,8,3,17,50,23,29,1005,16.1,0
2012,8,3,18,51,24,29,1005,17.89,0
2012,8,3,19,51,23,28,1005,21.91,0
2012,8,3,20,49,23,27,1006,25.93,0
2012,8,3,21,33,23,26,1007,27.72,0
2012,8,3,22,31,23,25,1007,31.74,0
2012,8,3,23,31,22,24,1007,33.53,0
2012,8,4,0,28,22,24,1007,35.32,0
2012,8,4,1,23,22,25,1006,0.89,0
2012,8,4,2,30,22,24,1006,3.13,0
2012,8,4,3,28,23,24,1005,6.26,0
2012,8,4,4,29,22,24,1005,9.39,0
2012,8,4,5,39,22,23,1006,1.79,0
2012,8,4,6,36,22,23,1006,1.79,0
2012,8,4,7,36,23,26,1006,4.92,0
2012,8,4,8,30,22,28,1007,8.94,0
2012,8,4,9,19,21,29,1007,3.13,0
2012,8,4,10,16,22,30,1007,8.05,0
2012,8,4,11,18,21,31,1007,12.07,0
2012,8,4,12,18,20,31,1008,15.2,0
2012,8,4,13,17,22,32,1007,16.99,0
2012,8,4,14,6,22,32,1007,3.13,0
2012,8,4,15,22,22,31,1007,6.26,0
2012,8,4,16,15,23,31,1008,9.39,0
2012,8,4,17,24,23,31,1008,12.52,0
2012,8,4,18,20,22,30,1008,16.54,0
2012,8,4,19,24,22,29,1009,19.67,0
2012,8,4,20,31,22,28,1009,21.46,0
2012,8,4,21,25,22,28,1010,24.59,0
2012,8,4,22,44,23,27,1010,27.72,0
2012,8,4,23,29,24,26,1011,29.51,0
2012,8,5,0,32,24,26,1011,0.89,0
2012,8,5,1,43,24,25,1011,0.89,0
2012,8,5,2,54,24,24,1011,2.68,0
2012,8,5,3,46,23,24,1011,0.45,0
2012,8,5,4,47,23,24,1011,1.79,0
2012,8,5,5,44,24,24,1011,2.68,0
2012,8,5,6,52,24,24,1011,3.57,0
2012,8,5,7,53,24,25,1011,4.46,0
2012,8,5,8,49,25,26,1011,1.79,0
2012,8,5,9,51,24,28,1012,1.79,0
2012,8,5,10,56,23,29,1012,3.58,0
2012,8,5,11,53,22,31,1012,1.79,0
2012,8,5,12,28,23,30,1011,1.79,0
2012,8,5,13,22,23,31,1011,3.13,0
2012,8,5,14,29,22,32,1010,4.92,0
2012,8,5,15,39,21,31,1010,8.05,0
2012,8,5,16,29,22,31,1010,11.18,0
2012,8,5,17,23,22,31,1010,14.31,0
2012,8,5,18,24,22,30,1010,17.44,0
2012,8,5,19,53,22,28,1010,20.57,0
2012,8,5,20,69,23,27,1010,22.36,0
2012,8,5,21,69,23,28,1010,25.49,0
2012,8,5,22,84,23,27,1011,28.62,0
2012,8,5,23,79,23,27,1011,30.41,0
2012,8,6,0,73,23,26,1011,31.3,0
2012,8,6,1,67,24,25,1010,0.89,0
2012,8,6,2,74,24,26,1010,1.78,0
2012,8,6,3,82,24,25,1010,2.67,0
2012,8,6,4,83,24,25,1010,0.89,0
2012,8,6,5,95,24,24,1010,2.68,0
2012,8,6,6,95,24,24,1010,0.89,0
2012,8,6,7,82,25,26,1010,1.79,0
2012,8,6,8,85,25,28,1010,0.89,0
2012,8,6,9,81,25,30,1010,1.79,0
2012,8,6,10,78,25,31,1010,1.79,0
2012,8,6,11,73,23,32,1010,0.89,0
2012,8,6,12,61,23,32,1009,1.79,0
2012,8,6,13,63,24,31,1009,5.81,0
2012,8,6,14,55,24,31,1008,8.94,0
2012,8,6,15,50,23,31,1008,12.07,0
2012,8,6,16,46,23,32,1007,15.2,0
2012,8,6,17,46,24,31,1007,18.33,0
2012,8,6,18,47,23,30,1007,21.46,0
2012,8,6,19,44,23,29,1007,23.25,0
2012,8,6,20,37,23,28,1007,25.04,0
2012,8,6,21,44,24,28,1008,26.83,0
2012,8,6,22,38,24,27,1008,28.62,0
2012,8,6,23,45,24,27,1008,30.41,0
2012,8,7,0,57,23,27,1008,32.2,0
2012,8,7,1,52,24,26,1008,0.89,0
2012,8,7,2,59,24,25,1008,0.89,0
2012,8,7,3,67,24,24,1007,1.78,0
2012,8,7,4,67,24,24,1007,0.89,0
2012,8,7,5,75,23,24,1007,0.89,0
2012,8,7,6,73,24,24,1008,0.89,0
2012,8,7,7,79,25,26,1008,1.78,0
2012,8,7,8,74,25,28,1008,2.67,0
2012,8,7,9,67,24,29,1008,4.46,0
2012,8,7,10,56,25,30,1008,1.79,0
2012,8,7,11,66,24,31,1007,3.58,0
2012,8,7,12,63,24,30,1007,6.71,0
2012,8,7,13,67,24,31,1006,3.13,0
2012,8,7,14,63,24,31,1006,4.02,0
2012,8,7,15,58,24,31,1006,8.04,0
2012,8,7,16,57,25,31,1005,12.06,0
2012,8,7,17,55,25,31,1005,15.19,0
2012,8,7,18,61,25,30,1005,19.21,0
2012,8,7,19,68,25,29,1005,21,0
2012,8,7,20,73,24,28,1005,22.79,0
2012,8,7,21,85,24,28,1006,24.58,0
2012,8,7,22,79,25,28,1006,0.89,0
2012,8,7,23,89,25,27,1006,1.79,0
2012,8,8,0,89,25,27,1005,4.92,0
2012,8,8,1,88,25,27,1005,6.71,0
2012,8,8,2,101,25,27,1005,8.5,0
2012,8,8,3,106,25,27,1004,10.29,0
2012,8,8,4,119,25,27,1004,12.08,0
2012,8,8,5,116,25,26,1005,13.87,0
2012,8,8,6,127,25,26,1005,0.89,0
2012,8,8,7,136,25,26,1005,0.89,1
2012,8,8,8,120,25,26,1006,0.89,2
2012,8,8,9,109,26,28,1005,1.78,0
2012,8,8,10,106,26,28,1006,2.67,0
2012,8,8,11,84,26,30,1005,3.56,0
2012,8,8,12,75,26,31,1005,4.45,0
2012,8,8,13,80,26,31,1005,0.89,0
2012,8,8,14,76,26,31,1005,2.68,0
2012,8,8,15,79,27,32,1004,3.13,0
2012,8,8,16,33,26,31,1004,4.02,0
2012,8,8,17,25,20,29,1004,4.91,0
2012,8,8,18,25,22,29,1005,0.89,0
2012,8,8,19,29,24,28,1005,0.89,0
2012,8,8,20,28,23,27,1005,1.79,0
2012,8,8,21,35,23,26,1006,0.45,0
2012,8,8,22,37,24,26,1006,0.9,0
2012,8,8,23,33,24,26,1006,1.79,0
2012,8,9,0,31,24,24,1006,4.92,0
2012,8,9,1,43,23,24,1006,0.89,0
2012,8,9,2,37,21,23,1006,1.79,0
2012,8,9,3,21,21,22,1006,5.81,0
2012,8,9,4,15,21,22,1006,0.89,0
2012,8,9,5,10,20,21,1007,1.78,0
2012,8,9,6,21,21,22,1007,1.79,0
2012,8,9,7,23,23,25,1008,3.58,0
2012,8,9,8,40,23,27,1008,0.89,0
2012,8,9,9,46,24,29,1008,1.78,0
2012,8,9,10,49,23,29,1008,2.67,0
2012,8,9,11,52,19,31,1008,4.46,0
2012,8,9,12,46,19,32,1007,5.35,0
2012,8,9,13,45,19,32,1007,7.14,0
2012,8,9,14,48,21,34,1006,8.93,0
2012,8,9,15,52,22,33,1006,1.79,0
2012,8,9,16,56,21,32,1005,5.81,0
2012,8,9,17,57,21,32,1005,9.83,0
2012,8,9,18,39,20,31,1005,12.96,0
2012,8,9,19,32,21,29,1006,14.75,0
2012,8,9,20,38,21,28,1006,16.54,0
2012,8,9,21,38,22,27,1007,18.33,0
2012,8,9,22,34,21,27,1007,21.46,0
2012,8,9,23,41,22,25,1007,0.89,0
2012,8,10,0,37,23,25,1008,0.89,0
2012,8,10,1,43,23,24,1007,2.68,0
2012,8,10,2,53,23,24,1007,4.47,0
2012,8,10,3,57,23,24,1007,0.89,0
2012,8,10,4,72,23,23,1007,1.78,0
2012,8,10,5,85,23,23,1007,1.79,0
2012,8,10,6,89,23,23,1007,2.68,0
2012,8,10,7,94,24,24,1008,0.89,0
2012,8,10,8,100,24,26,1008,1.78,0
2012,8,10,9,116,24,28,1008,2.67,0
2012,8,10,10,120,23,29,1007,3.56,0
2012,8,10,11,108,24,31,1007,1.79,0
2012,8,10,12,89,21,31,1006,0.89,0
2012,8,10,13,70,21,32,1006,1.79,0
2012,8,10,14,55,20,32,1006,4.92,0
2012,8,10,15,55,20,31,1005,8.05,0
2012,8,10,16,58,20,31,1005,11.18,0
2012,8,10,17,52,20,31,1005,12.97,0
2012,8,10,18,60,20,30,1005,16.1,0
2012,8,10,19,72,21,29,1005,17.89,0
2012,8,10,20,97,22,27,1006,19.68,0
2012,8,10,21,97,19,27,1006,22.81,0
2012,8,10,22,94,19,26,1006,25.94,0
2012,8,10,23,76,20,25,1006,27.73,0
2012,8,11,0,85,22,24,1006,0.89,0
2012,8,11,1,93,22,24,1006,1.79,0
2012,8,11,2,89,22,24,1006,3.58,0
2012,8,11,3,105,22,24,1005,5.37,0
2012,8,11,4,108,22,23,1006,0.89,0
2012,8,11,5,114,22,23,1006,1.79,0
2012,8,11,6,116,22,23,1006,3.58,0
2012,8,11,7,118,22,24,1006,1.79,0
2012,8,11,8,112,22,25,1007,1.79,0
2012,8,11,9,124,22,25,1006,3.58,0
2012,8,11,10,136,23,27,1006,6.71,0
2012,8,11,11,137,23,27,1006,0.89,0
2012,8,11,12,138,20,28,1006,1.78,0
2012,8,11,13,127,21,28,1005,1.79,0
2012,8,11,14,88,22,27,1005,0.89,1
2012,8,11,15,79,21,27,1005,1.78,2
2012,8,11,16,67,21,27,1006,2.67,3
2012,8,14,1,50,19,20,1008,7.15,0
2012,8,14,2,67,19,20,1008,1.79,0
2012,8,14,3,71,19,20,1008,2.68,0
2012,8,14,4,72,18,19,1008,3.57,0
2012,8,14,5,68,18,19,1007,0.89,0
2012,8,14,6,66,18,19,1008,1.78,0
2012,8,14,7,71,19,20,1007,2.67,0
2012,8,14,8,73,19,21,1008,1.79,0
2012,8,14,9,84,20,22,1007,1.79,0
2012,8,14,10,104,20,24,1007,3.58,0
2012,8,14,11,76,18,26,1007,6.71,0
2012,8,14,12,47,16,25,1007,10.73,0
2012,8,14,13,42,13,24,1006,14.75,1
2012,8,14,14,27,13,24,1006,19.67,0
2012,8,14,15,37,14,24,1006,26.82,0
2012,8,14,16,42,14,23,1006,31.74,0
2012,8,14,17,52,15,23,1005,36.66,0
2012,8,14,18,50,15,22,1006,40.68,0
2012,8,14,19,27,14,21,1006,44.7,0
2012,8,14,20,31,15,21,1006,47.83,0
2012,8,14,21,33,15,20,1006,49.62,0
2012,8,14,22,42,16,20,1006,51.41,0
2012,8,14,23,40,17,20,1006,53.2,0
2012,8,15,0,48,16,19,1006,54.99,0
2012,8,15,1,57,16,18,1006,0.89,0
2012,8,15,2,59,17,18,1005,1.78,0
2012,8,15,3,68,17,17,1005,0.89,0
2012,8,15,4,69,17,17,1005,0.89,0
2012,8,15,5,67,17,17,1005,0.89,0
2012,8,15,6,73,17,17,1006,0.45,0
2012,8,15,7,71,19,19,1006,0.89,0
2012,8,15,8,70,18,22,1006,4.02,0
2012,8,15,9,72,19,24,1007,5.81,0
2012,8,15,10,63,19,25,1007,1.79,0
2012,8,15,11,59,19,27,1007,3.58,0
2012,8,15,12,45,19,29,1007,3.13,0
2012,8,15,13,26,19,30,1006,3.13,0
2012,8,15,14,14,18,30,1006,4.92,0
2012,8,15,15,16,19,32,1006,1.79,0
2012,8,15,16,25,18,31,1006,0.89,0
2012,8,15,17,20,17,32,1007,1.78,0
2012,8,15,18,23,19,28,1007,1.79,0
2012,8,15,19,31,18,28,1007,5.81,0
2012,8,15,20,45,18,27,1008,9.83,0
2012,8,15,21,80,18,25,1009,11.62,0
2012,8,15,22,67,18,26,1009,15.64,0
2012,8,15,23,89,19,23,1010,16.53,0
2012,8,16,0,91,20,22,1010,18.32,0
2012,8,16,1,90,20,21,1010,0.89,0
2012,8,16,2,96,20,22,1010,1.79,0
2012,8,16,3,88,20,21,1010,0.89,0
2012,8,16,4,86,20,21,1010,1.79,0
2012,8,16,5,65,19,20,1011,0.89,0
2012,8,16,6,83,20,20,1012,1.78,0
2012,8,16,7,97,20,22,1012,0.89,0
2012,8,16,8,108,21,24,1012,1.78,0
2012,8,16,9,96,22,26,1012,1.79,0
2012,8,16,10,102,22,28,1012,0.89,0
2012,8,16,11,78,22,29,1012,1.78,0
2012,8,16,12,60,22,29,1011,3.57,0
2012,8,16,13,52,19,31,1010,4.02,0
2012,8,16,14,53,17,30,1010,8.04,0
2012,8,16,17,41,18,29,1009,21.9,0
2012,8,16,18,64,19,29,1009,25.92,0
2012,8,16,19,67,19,27,1009,29.94,0
2012,8,16,20,64,19,26,1009,33.07,0
2012,8,16,21,53,19,26,1010,34.86,0
2012,8,16,22,73,19,25,1010,37.99,0
2012,8,16,23,77,19,25,1010,42.91,0
2012,8,17,0,70,18,24,1010,46.04,0
2012,8,17,1,67,18,24,1009,49.17,0
2012,8,17,2,64,19,23,1009,50.96,0
2012,8,17,3,77,20,22,1009,54.09,0
2012,8,17,4,78,20,22,1009,58.11,0
2012,8,17,5,96,20,22,1009,59.9,0
2012,8,17,6,112,20,22,1009,61.69,0
2012,8,17,7,119,21,23,1009,0.89,0
2012,8,17,8,123,21,23,1009,1.79,0
2012,8,17,9,129,22,24,1009,3.58,0
2012,8,17,10,143,22,25,1009,5.37,0
2012,8,17,11,146,23,27,1008,8.5,0
2012,8,17,12,146,23,27,1008,10.29,0
2012,8,17,13,139,23,27,1008,12.08,0
2012,8,17,14,118,23,29,1007,15.21,0
2012,8,17,16,130,22,28,1006,24.15,0
2012,8,17,17,144,21,28,1006,29.07,0
2012,8,17,18,147,22,27,1006,33.09,0
2012,8,17,19,161,22,26,1006,37.11,0
2012,8,17,20,148,22,26,1006,41.13,0
2012,8,17,21,145,22,26,1007,45.15,0
2012,8,17,22,166,22,26,1007,48.28,0
2012,8,17,23,185,22,25,1007,51.41,0
2012,8,18,0,206,22,25,1007,55.43,1
2012,8,18,1,192,23,24,1006,58.56,2
2012,8,18,2,202,23,24,1007,62.58,3
2012,8,18,3,198,23,24,1007,64.37,4
2012,8,18,4,186,23,23,1006,66.16,0
2012,8,18,5,153,22,23,1007,67.95,0
2012,8,18,6,140,22,23,1007,69.74,0
2012,8,18,7,153,22,23,1007,71.53,0
2012,8,18,8,182,22,24,1007,73.32,0
2012,8,18,9,182,23,25,1007,75.11,0
2012,8,18,10,190,23,26,1007,0.89,0
2012,8,21,13,3,7,27,1014,3.13,0
2012,8,21,14,5,10,29,1013,4.92,0
2012,8,21,15,8,8,29,1013,8.05,0
2012,8,21,16,8,9,28,1013,9.84,0
2012,8,21,17,12,7,28,1012,3.13,0
2012,8,21,18,5,10,26,1012,8.05,0
2012,8,21,19,20,11,24,1013,11.18,0
2012,8,21,20,23,13,21,1013,12.97,0
2012,8,21,21,28,15,20,1014,14.76,0
2012,8,21,22,25,15,19,1014,0.89,0
2012,8,21,23,29,15,19,1014,1.78,0
2012,8,22,0,36,15,17,1015,1.79,0
2012,8,22,1,42,15,16,1015,3.13,0
2012,8,22,2,24,14,16,1015,0.89,0
2012,8,22,3,10,13,15,1016,1.79,0
2012,8,22,4,9,12,15,1016,3.58,0
2012,8,22,5,13,12,15,1017,1.79,0
2012,8,22,6,15,12,14,1018,3.13,0
2012,8,22,7,21,11,19,1018,7.15,0
2012,8,22,8,21,8,23,1018,10.28,0
2012,8,22,9,13,7,24,1018,0.89,0
2012,8,22,10,13,5,25,1018,1.78,0
2012,8,22,11,9,5,26,1018,2.67,0
2012,8,22,12,6,3,27,1017,3.56,0
2012,8,22,13,8,1,27,1016,1.79,0
2012,8,22,14,11,4,28,1015,3.13,0
2012,8,22,15,17,3,28,1015,6.26,0
2012,8,22,16,22,2,28,1014,11.18,0
2012,8,22,17,24,5,27,1014,15.2,0
2012,8,22,18,22,6,26,1013,19.22,0
2012,8,22,19,23,7,24,1014,23.24,0
2012,8,22,20,17,10,22,1015,26.37,0
2012,8,22,21,29,13,20,1015,28.16,0
2012,8,22,22,35,15,19,1016,0.89,0
2012,8,22,23,36,13,18,1016,1.79,0
2012,8,23,0,40,13,17,1016,3.58,0
2012,8,23,1,47,13,17,1016,5.37,0
2012,8,23,2,63,14,16,1016,7.16,0
2012,8,23,3,67,13,16,1016,0.89,0
2012,8,23,4,81,13,17,1015,1.79,0
2012,8,23,5,87,12,14,1015,1.79,0
2012,8,23,6,82,13,15,1016,0.89,0
2012,8,23,7,84,14,17,1016,1.78,0
2012,8,23,8,91,14,19,1016,2.67,0
2012,8,23,9,98,15,21,1016,1.79,0
2012,8,23,10,100,15,24,1016,0.89,0
2012,8,23,11,105,16,26,1015,1.78,0
2012,8,23,12,110,15,27,1015,3.13,0
2012,8,23,13,97,16,28,1014,1.79,0
2012,8,23,14,88,17,29,1013,3.13,0
2012,8,23,15,70,15,29,1013,7.15,0
2012,8,23,16,65,16,29,1012,12.07,0
2012,8,23,17,77,15,29,1012,16.09,0
2012,8,23,18,76,16,27,1012,21.01,0
2012,8,23,19,69,15,26,1013,25.93,0
2012,8,23,20,65,16,24,1013,27.72,0
2012,8,23,21,66,17,23,1014,29.51,0
2012,8,23,22,62,16,21,1014,31.3,0
2012,8,23,23,63,17,20,1014,0.89,0
2012,8,24,0,66,17,20,1014,0.89,0
2012,8,24,1,71,17,19,1014,2.68,0
2012,8,24,2,73,17,18,1014,0.89,0
2012,8,24,3,81,17,18,1013,1.78,0
2012,8,24,4,88,17,18,1014,2.67,0
2012,8,24,5,101,16,17,1014,0.89,0
2012,8,24,6,110,17,17,1014,1.78,0
2012,8,24,7,110,18,19,1015,2.67,0
2012,8,24,8,124,18,21,1015,0.89,0
2012,8,24,9,143,18,23,1015,1.78,0
2012,8,24,10,156,18,25,1015,2.67,0
2012,8,24,11,125,16,27,1015,4.46,0
2012,8,24,12,65,11,29,1014,4.02,0
2012,8,24,13,66,11,29,1013,8.04,0
2012,8,24,14,62,10,30,1013,12.06,0
2012,8,24,15,59,10,30,1012,15.19,0
2012,8,24,16,52,11,29,1012,19.21,0
2012,8,24,17,56,11,29,1012,23.23,0
2012,8,24,18,50,12,27,1012,27.25,0
2012,8,24,19,59,13,25,1012,29.04,0
2012,8,24,20,71,14,22,1012,30.83,0
2012,8,24,21,80,16,21,1013,0.89,0
2012,8,24,22,84,17,20,1013,1.79,0
2012,8,24,23,103,16,20,1013,4.92,0
2012,8,25,0,90,16,21,1013,8.05,0
2012,8,25,1,104,16,20,1013,9.84,0
2012,8,25,2,104,16,19,1013,11.63,0
2012,8,25,3,102,16,18,1013,13.42,0
2012,8,25,4,108,16,18,1013,15.21,0
2012,8,25,5,117,16,17,1013,0.89,0
2012,8,25,6,143,16,17,1013,0.89,0
2012,8,25,7,143,17,19,1013,0.89,0
2012,8,25,8,149,17,21,1013,1.78,0
2012,8,25,9,146,18,23,1013,2.67,0
2012,8,25,10,154,18,25,1013,3.56,0
2012,8,25,11,151,17,27,1013,4.45,0
2012,8,25,12,149,17,27,1012,1.79,0
2012,8,25,13,126,17,28,1012,1.79,0
2012,8,25,14,128,15,29,1011,4.02,0
2012,8,25,15,120,14,29,1011,7.15,0
2012,8,25,16,118,15,29,1010,11.17,0
2012,8,25,17,117,16,28,1010,15.19,0
2012,8,25,18,123,16,27,1010,18.32,0
2012,8,25,19,131,17,25,1010,21.45,0
2012,8,25,20,127,17,24,1011,23.24,0
2012,8,25,21,121,17,24,1011,25.03,0
2012,8,25,22,113,17,23,1011,26.82,0
2012,8,25,23,114,19,22,1011,27.71,0
2012,8,26,0,120,18,21,1011,28.6,0
2012,8,26,1,133,18,20,1011,0.89,0
2012,8,26,2,140,18,21,1011,1.79,0
2012,8,26,3,151,18,20,1011,0.89,0
2012,8,26,4,178,18,20,1011,1.78,0
2012,8,26,5,174,18,20,1011,2.67,0
2012,8,26,6,180,18,19,1011,3.56,0
2012,8,26,7,185,18,20,1012,4.45,0
2012,8,26,8,180,19,23,1012,1.79,0
2012,8,26,9,169,19,25,1012,1.79,0
2012,8,26,10,153,18,26,1011,3.58,0
2012,8,26,11,158,18,26,1011,5.37,0
2012,8,26,12,160,19,29,1011,8.5,0
2012,8,26,13,161,17,29,1010,12.52,0
2012,8,26,14,159,18,29,1009,16.54,0
2012,8,26,15,146,17,29,1009,19.67,0
2012,8,26,16,145,19,29,1009,23.69,0
2012,8,26,17,156,19,29,1009,26.82,0
2012,8,26,18,166,19,27,1009,28.61,0
2012,8,26,19,172,19,26,1009,31.74,0
2012,8,26,20,149,20,26,1010,34.87,0
2012,8,26,21,140,20,25,1010,38,0
2012,8,26,22,134,20,25,1010,41.13,0
2012,8,26,23,128,21,24,1010,42.92,0
2012,8,27,0,125,21,24,1010,0.89,0
2012,8,27,1,102,22,24,1010,1.79,0
2012,8,27,2,93,22,24,1010,0.89,0
2012,8,27,3,93,22,24,1010,1.79,1
2012,8,27,4,93,22,23,1010,3.58,2
2012,8,27,5,71,22,23,1010,0.89,3
2012,8,27,6,74,22,23,1010,1.78,0
2012,8,27,7,81,22,23,1010,1.79,0
2012,8,27,8,80,22,23,1010,3.58,0
2012,8,27,9,73,22,24,1010,5.37,0
2012,8,27,10,56,22,25,1010,0.89,0
2012,8,27,11,48,22,26,1010,1.79,0
2012,8,27,12,46,21,28,1009,3.58,0
2012,8,27,13,47,21,28,1009,5.37,0
2012,8,27,14,48,22,29,1009,7.16,0
2012,8,27,15,44,22,29,1008,10.29,0
2012,8,27,16,62,21,29,1008,13.42,0
2012,8,27,17,59,21,28,1008,16.55,0
2012,8,27,18,56,22,27,1008,20.57,0
2012,8,27,19,56,21,25,1008,22.36,0
2012,8,27,20,43,22,25,1009,25.49,0
2012,8,27,21,49,22,24,1009,27.28,0
2012,8,27,22,54,22,24,1009,29.07,0
2012,8,27,23,55,22,24,1008,30.86,0
2012,8,28,0,68,22,24,1008,32.65,0
2012,8,28,1,64,22,23,1008,0.89,0
2012,8,28,2,68,22,23,1007,1.78,0
2012,8,28,3,72,22,23,1007,1.79,0
2012,8,28,4,80,22,22,1006,0.45,0
2012,8,28,5,83,21,21,1006,0.89,0
2012,8,28,6,83,22,22,1006,1.79,0
2012,8,28,7,83,22,22,1006,3.58,0
2012,8,28,8,92,22,24,1006,0.89,0
2012,8,28,9,83,22,26,1005,3.13,0
2012,8,28,10,76,22,28,1004,1.79,0
2012,8,28,11,88,21,29,1003,0.89,0
2012,8,28,12,80,21,31,1002,1.79,0
2012,8,28,13,78,21,32,1001,1.79,0
2012,8,28,14,64,19,33,1000,2.68,0
2012,8,28,15,57,20,33,999,1.79,0
2012,8,28,16,55,19,33,999,1.79,0
2012,8,28,17,56,17,34,998,3.13,0
2012,8,28,18,75,19,32,998,3.13,0
2012,8,28,19,105,21,31,998,7.15,0
2012,8,28,20,115,22,28,999,8.94,0
2012,8,28,21,118,23,26,1000,0.89,0
2012,8,28,22,128,23,25,1000,1.78,0
2012,8,28,23,145,23,25,1000,3.13,0
2012,8,29,0,154,23,26,1000,6.26,0
2012,8,29,1,157,23,24,1001,0.89,0
2012,8,29,2,161,23,24,1001,0.89,0
2012,8,29,3,143,22,23,1002,1.79,0
2012,8,29,4,153,22,23,1002,3.58,0
2012,8,29,5,149,21,23,1003,5.37,0
2012,8,29,6,115,21,22,1004,7.16,0
2012,8,29,7,64,22,23,1004,10.29,0
2012,8,29,8,61,21,27,1005,14.31,0
2012,8,29,9,42,20,30,1006,19.23,0
2012,8,29,10,41,18,31,1006,3.13,0
